id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33571420,"DEMETRIO’S ROOM
Close to JFK and LGA Airport",245710234,Marcelo Y Lucio,Queens,Elmhurst,40.72997,-73.87183,Private room,51,1,20,2019-06-25,6.38,4,365
9132614,Room in the heart of Williamsburg,9870919,Sebastian,Brooklyn,Williamsburg,40.71253,-73.96023,Private room,75,4,2,2017-07-07,0.04,1,0
33684693,Cozy industrial loft in the heart of Williamsburg,253898121,Denis,Brooklyn,Williamsburg,40.72178,-73.95653,Entire home/apt,200,5,1,2019-05-19,0.59,1,13
28047666,LaGuardia Private 3 Bedrooms Appartment for 6 Pax,10229087,Kais,Queens,Ditmars Steinway,40.77224,-73.89295,Private room,220,1,5,2019-06-08,0.61,4,346
24043603,Experience Brownstone Living in Brooklyn!,4181378,Lauren,Brooklyn,Bedford-Stuyvesant,40.68967,-73.9366,Entire home/apt,175,2,20,2019-07-01,1.67,2,357
28277212,"A Comfortable private room+Near # 2, 4 & 6 trains",184122908,Livinus,Bronx,Mott Haven,40.81161,-73.90513,Private room,35,1,24,2019-06-30,2.38,1,150
34783503,Uptown Experience on Central Park,262279497,Britt,Manhattan,East Harlem,40.79614,-73.94838,Entire home/apt,123,1,5,2019-06-17,3.95,1,327
21133911,2BED 2 BATH / HIGH FLOOR/ BALCONY/ COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.77538,-73.98814,Entire home/apt,300,30,7,2019-06-24,0.38,25,313
21004111,Prime East Village REAL 1 Bedroom,22225802,David,Manhattan,East Village,40.72236,-73.97756,Entire home/apt,200,5,0,,,1,0
29629862,Private room in huge Soho apartment,4341365,Sophie,Manhattan,SoHo,40.72243,-74.00027,Private room,80,5,1,2019-03-05,0.24,1,0
18616809,Sunny 2BR Prime Williamsburg with backyard,89331516,Louiza,Brooklyn,Williamsburg,40.71591,-73.96039,Entire home/apt,169,5,1,2017-06-07,0.04,3,0
32655912,COOL DEAL,1284729,Selcuk,Manhattan,Upper East Side,40.77756,-73.95408,Entire home/apt,137,7,1,2019-04-08,0.33,1,12
9906768,Soho/Greenwich Village Bedroom,7655328,Jessica,Manhattan,Greenwich Village,40.72791,-73.99997,Private room,79,1,3,2016-06-27,0.07,3,0
8253376,large house with inground pool/spa,43524236,Miran,Staten Island,Todt Hill,40.60926,-74.10092,Entire home/apt,429,2,4,2015-11-06,0.09,1,0
3499326,"Sunny, Tall Artsy Loft @ Williamsburg",380728,Ligeia,Brooklyn,Williamsburg,40.71119,-73.96703,Private room,77,6,17,2015-09-01,0.29,1,188
32466179,Sonder | The Nash |  Classic 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74898,-73.97534,Entire home/apt,202,29,0,,,327,365
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,2015-10-08,0.06,5,365
2138787,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Tye And Etienne,Manhattan,Washington Heights,40.83191,-73.9411,Private room,62,2,4,2019-04-01,0.19,2,336
23620728,Huge Private Garden Apt - Memory Foam Mattress,17105274,Matt,Brooklyn,Bushwick,40.69166,-73.90314,Private room,49,14,5,2019-06-03,0.34,2,163
30347099,"Cozy, Airy One Bedroom in Greenwich Village",147186603,Wesley,Manhattan,Greenwich Village,40.73004,-74.00128,Entire home/apt,350,3,1,2019-03-17,0.26,1,7
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,2019-06-11,0.55,1,35
20957065,Best of Brooklyn,147059964,Candi,Brooklyn,Bedford-Stuyvesant,40.69342,-73.95881,Private room,105,30,8,2017-12-03,0.38,3,89
17481484,Brooklyn Apartment,118430352,Austin,Brooklyn,Crown Heights,40.67519,-73.9402,Private room,75,1,0,,,1,0
5791540,Brooklyn Heights gem,30046603,Jane,Brooklyn,Brooklyn Heights,40.69758,-73.99139,Entire home/apt,200,2,2,2017-06-13,0.05,1,0
35379530,Live like a local!,266339498,Valentina,Brooklyn,Bay Ridge,40.63919,-74.02526,Entire home/apt,190,2,0,,,1,119
16407461,Prospect Park Brownstone full floor w/garden,28779108,Darryl Diego,Brooklyn,Prospect-Lefferts Gardens,40.66024,-73.95518,Entire home/apt,190,4,26,2019-06-23,1.18,1,145
8988451,New York City Living,46953097,Lauren,Bronx,Concourse Village,40.82705,-73.91337,Private room,95,2,6,2016-08-14,0.14,1,173
17367004,Chic Space in Chelsea,572879,Ivan,Manhattan,Chelsea,40.7435,-74.00119,Private room,289,2,128,2019-06-17,4.52,1,252
1442495,Spacious Duplex in Fun & Hip Area,5908577,Eric,Brooklyn,Crown Heights,40.67427,-73.95042,Entire home/apt,300,2,16,2019-06-09,0.24,2,41
32340585,Enjoy privacy & comfort in Washington Heights 1BR,17174170,Angela,Manhattan,Washington Heights,40.85197,-73.92853,Entire home/apt,74,1,4,2019-03-24,0.95,1,0
2473611,Overlooking Harlem,12649246,Leah,Manhattan,Harlem,40.80121,-73.95002,Private room,92,2,173,2019-06-19,2.71,1,276
27216826,LUXURY 2BR 2BATH IN SUTTON PLACE-GYM/DOORMAN,200380610,Pranjal,Manhattan,Midtown,40.75457,-73.96248,Entire home/apt,360,30,0,,,65,364
15818253,Private room in Red Hook Artist House,9549442,Lynn,Brooklyn,Red Hook,40.67749,-74.00761,Private room,62,5,6,2018-11-01,0.19,1,0
32244701,Quiet 1bedroom apartment,241985900,V,Manhattan,Hell's Kitchen,40.7588,-73.9922,Entire home/apt,150,1,23,2019-06-23,4.66,1,106
24155415,Light Filled Room in Bedstuy!,26315450,Sacha,Brooklyn,Bedford-Stuyvesant,40.67941,-73.908,Private room,56,2,8,2018-12-18,0.67,1,0
9652365,Sunny Room in Design Loft - Heart of Greenpoint,16356851,Sophia,Brooklyn,Greenpoint,40.73419,-73.95905,Private room,115,5,24,2019-05-19,0.56,2,179
7675781,JFK 10 & LGA 15 MINUTES  AWAY  A/C PRIVATE BEDROOM,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69463,-73.8261,Private room,50,1,408,2018-11-24,8.56,5,0
12870344,MIDTOWN EAST PRIVATE ROOM,70382366,Alexandra,Manhattan,Midtown,40.75347,-73.97293,Private room,145,1,0,,,1,0
32717887,Cosy Crown Heights Brownstone,43494916,Tilly,Brooklyn,Crown Heights,40.67637,-73.95527,Entire home/apt,132,3,0,,,2,0
4807492,"quiet, sunny, floor-through brownstone",1870841,David,Brooklyn,Prospect Heights,40.67995,-73.97021,Entire home/apt,130,3,5,2018-05-08,0.11,1,0
31356710,Weekday Williamsburg Dreamhouse,2678122,Tasha,Brooklyn,Williamsburg,40.71708,-73.94852,Entire home/apt,120,3,0,,,3,0
9810235,Tribeca Loft,50539403,Yuri,Manhattan,Tribeca,40.71819,-74.00833,Entire home/apt,500,4,0,,,1,0
33094168,Travelers Paradise Steps from Empire State Bld,230917343,Joseph,Manhattan,Midtown,40.74758,-73.98276,Entire home/apt,299,3,8,2019-06-26,2.89,1,306
36390301,"3 Bedroom Apt in Ridgewood, 20 Min to Manhattan",273632292,Pete,Queens,Ridgewood,40.70268,-73.90353,Entire home/apt,110,24,0,,,1,183
31418014,Interior Designer’s Lovely 1BR Flat (+Balcony!),5637331,Amit & Sofie,Manhattan,Upper East Side,40.7627,-73.96422,Entire home/apt,140,6,1,2019-04-14,0.35,2,0
20190053,"Beautiful, family friendly place with great views",25415637,Jonathan,Brooklyn,Columbia St,40.68356,-74.00301,Entire home/apt,144,1,11,2018-09-03,0.48,1,0
29803428,Spacious West Village Studio,41802394,Joshua,Manhattan,West Village,40.73378,-74.00272,Entire home/apt,1115,3,2,2019-05-27,0.38,1,0
13730254,East Village Sunny Studio,30708411,Ramses,Manhattan,East Village,40.73183,-73.98513,Entire home/apt,129,4,7,2018-08-27,0.31,1,0
4857075,Beautiful apartment in Bushwick,4306959,Arikia,Brooklyn,Bushwick,40.69986,-73.9298,Entire home/apt,159,3,30,2018-01-01,0.54,1,0
30939313,Funky sun-filled artist home near Fort Greene Park,129324501,Šara,Brooklyn,Fort Greene,40.68908,-73.97309,Entire home/apt,115,2,1,2019-06-20,1.0,1,16
32458305,94TH STREET BIG 1BR SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78213,-73.94839,Private room,500,2,0,,,6,351
12949937,True 2 bedroom apartment in the heart of the LES,71140140,Danielle,Manhattan,Lower East Side,40.71981,-73.99154,Entire home/apt,225,2,1,2016-05-15,0.03,1,0
33400613,Aloft Manhattan Downtown - Financial District,5144567,Yun,Manhattan,Financial District,40.70969,-74.00575,Private room,169,7,0,,,13,365
34485702,Modern King Bed roll-in shower Near Central Park,261761719,WestHouse,Manhattan,Midtown,40.76413,-73.98435,Private room,100,1,0,,,6,271
30567518,Private Bedroom,11127879,Roger,Brooklyn,Crown Heights,40.67315,-73.9288,Private room,79,3,0,,,2,359
34479640,Sunny Greenwich Village Studio with Piano,89309763,Rebecca,Manhattan,Greenwich Village,40.73098,-73.99361,Entire home/apt,175,20,0,,,1,79
24223602,Prospect Heights Paradise,182086879,Patti,Brooklyn,Prospect Heights,40.67999,-73.96462,Entire home/apt,300,7,17,2019-06-28,1.22,2,129
9847917,Furnished East Village room,7511881,Nika,Manhattan,East Village,40.72608,-73.97843,Private room,60,2,1,2016-01-05,0.02,1,0
5940268,The Big Room in Flushing,30839692,Stavros,Queens,Flushing,40.75518,-73.80422,Private room,50,1,154,2019-07-06,3.05,3,243
29170953,Spacious Superhost BK RM! Easy Manhattan acess!,137358866,Kazuya,Brooklyn,Bushwick,40.69248,-73.91189,Private room,43,30,0,,,103,157
1028263,Spacious Room/Great Location,5658953,Claudia,Manhattan,East Village,40.72944,-73.98645,Private room,60,5,66,2019-06-26,0.87,1,232
2657689,Your Amazing Vacation Apartment!,9051298,Lydiah,Manhattan,Harlem,40.8106,-73.94647,Shared room,100,1,0,,,2,0
17842111,1st flr full studio apartment- entire place/SAFE,122044895,Yerddy,Bronx,Kingsbridge,40.8781,-73.89998,Entire home/apt,99,3,116,2019-06-22,4.35,2,86
19769680,Huge 1 bedroom apartment on Broadway!,15468652,Igor,Manhattan,Washington Heights,40.83499,-73.94528,Private room,59,6,1,2017-08-04,0.04,1,0
419373,Stylish Loft w/Lovely Backyard,2085639,Eada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94193,Entire home/apt,90,2,206,2019-06-30,2.4,1,236
34371018,"1 Bedroom , Beautiful Spacious Brownstone
 Apt",85165113,LaTasha,Brooklyn,Bedford-Stuyvesant,40.6818,-73.91813,Entire home/apt,100,3,3,2019-06-01,1.73,2,120
5567278,Spacious Bright West Village Apt!,2306485,Sam,Manhattan,West Village,40.73296,-74.00235,Entire home/apt,220,3,118,2019-05-20,2.26,1,180
30174660,Room for Temporary Sublet Nov. 21`-28,226684665,Nicholas,Queens,Ridgewood,40.70673,-73.90071,Private room,40,1,0,,,1,0
33213292,Welcome,116446134,Jay,Brooklyn,East New York,40.67554,-73.8942,Private room,120,1,2,2019-05-06,0.59,1,89
13459473,Spacious room in Midtown East Manhattan,956383,Andrew,Manhattan,Midtown,40.75896,-73.96439,Private room,105,7,0,,,1,0
31566176,One room in Bushwick,236607981,Alla,Brooklyn,Bushwick,40.69494,-73.92724,Private room,80,1,0,,,1,0
31340743,Suite with stunning view in convenient location,5838825,Isa,Manhattan,Hell's Kitchen,40.75599,-73.99185,Private room,200,3,0,,,1,0
12222304,Upper East Side Rooftop Escape,23821373,Kaitlyn,Manhattan,Upper East Side,40.76676,-73.95753,Entire home/apt,160,1,0,,,1,0
16037130,Greenwich Village Apartment,11402865,Michael,Manhattan,Greenwich Village,40.72796,-74.00154,Entire home/apt,135,3,3,2017-07-31,0.1,1,0
34814184,Shared Room By Times Square near Central Park 3,262360035,Kuzey,Manhattan,Hell's Kitchen,40.76391,-73.98892,Shared room,75,1,3,2019-06-24,2.2,6,365
6373770,Huge private bedroom for quiet sleep in Manhattan!,3867,Luke,Manhattan,Two Bridges,40.71213,-73.99661,Private room,95,1,92,2019-06-29,2.4,2,47
31660529,Calm bed great area.,111542307,Imoy,Brooklyn,Bedford-Stuyvesant,40.68694,-73.92732,Shared room,20,30,0,,,2,342
21550933,Large 1 Bedroom Apt - Amazing Location SoHo/Nolita,70844761,Cynthia,Manhattan,Nolita,40.7237,-73.99454,Entire home/apt,200,5,7,2018-12-30,0.36,1,1
4678795,sunny & spacious one-bedroom ,24048208,Maura,Brooklyn,Bedford-Stuyvesant,40.6848,-73.95728,Entire home/apt,140,3,0,,,1,0
26664837,Great renovated apartment 1 block away from train,17926275,Jessica,Manhattan,Washington Heights,40.85116,-73.93457,Entire home/apt,90,3,7,2019-06-26,0.64,1,6
23507660,"Just renovated, modern, bright Lower East Side 1BR",12009770,David,Manhattan,Lower East Side,40.72177,-73.99205,Entire home/apt,250,5,0,,,1,0
25336605,Luxury Apartment July 4th Wkend -Fireworks view,69825290,Colin,Queens,Long Island City,40.75332,-73.94159,Entire home/apt,150,1,1,2019-01-02,0.16,1,0
33932981,Peaceful Private BR in Ridgewood Woodbine,242962235,Yuval,Queens,Ridgewood,40.70937,-73.89702,Private room,34,30,0,,,23,192
13063023,Cozy room in Astoria,1924750,Jasmina,Queens,Astoria,40.76437,-73.91304,Private room,36,2,37,2019-06-24,1.03,2,228
14385616,PRIME Williamsburg MODERN studio in doorman bldg!!,176332,Lauren,Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,150,4,10,2018-09-26,0.29,1,6
4830154,"Furnished room with Bed, Closet, TV",24865745,Subramanian,Queens,Ozone Park,40.68337,-73.8431,Private room,45,1,0,,,1,0
13926702,Peaceful 1 Bedroom/1 Bathroom on Upper West Side,3491890,George Steven,Manhattan,Upper West Side,40.78341,-73.97713,Entire home/apt,106,30,14,2019-06-10,0.41,6,242
31240258,Bright Modern Room in Brooklyn,22507236,Camila,Brooklyn,Bushwick,40.69881,-73.93129,Private room,55,10,0,,,1,0
7636474,Big Room in Greenpoint/Williamsburg,40062888,Kevin,Brooklyn,Greenpoint,40.7252,-73.95276,Private room,100,13,0,,,1,0
5162580,Convenient place to stay in Manhattan!,23719409,Carlina,Manhattan,Harlem,40.82801,-73.95167,Private room,45,1,205,2019-06-21,3.86,4,0
3583702,Brooklyn's Finest,18018059,Erin,Brooklyn,Bushwick,40.68258,-73.90472,Entire home/apt,122,1,157,2019-07-01,2.64,1,235
22651614,"Great room in beautiful, light-filled apartment",166819817,Rebecca,Manhattan,Washington Heights,40.83267,-73.94156,Private room,75,30,0,,,1,90
7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64456,-73.97723,Entire home/apt,115,4,3,2018-07-31,0.09,1,0
13959556,Comfy Accommodations in Queens NY (JFK - 8 Mins),74331597,Nickesha,Queens,St. Albans,40.68482,-73.76929,Private room,55,5,28,2019-06-15,0.81,5,365
10636997,One Bedroom Beauty in Bushwick,54917558,Valeria,Brooklyn,Bushwick,40.68678,-73.90629,Entire home/apt,75,2,154,2019-06-29,4.04,1,15
